Serial Number,Assamese Text,Sentiment,English Translation
12808,মই সাধাৰণ সেৱাৰ বিষয়ে বিশেষ অনুভৱ নাই; ই উপযুক্ত।,neutral,I don't feel strongly about the service; it is fair.
12809,এই গাড়ীৰ ডিজাইন ন সাধাৰণ আৰু ন অসাধাৰণ; নিশ্চিত।,neutral,The design of this car is neither special nor unsatisfactory; it is standard.
12810,"এই মুভিৰ কাহিনী স্থিতিশীল, সাধাৰণ অভিজ্ঞতা।",neutral,"The story of this movie is stable, an ordinary experience."
12811,এই বেকাৰীৰ বিষয়ে মোৰ মনোভাব উপযুক্ত।,neutral,My opinion on this bakery is fair.
12812,এই গাড়ীৰ সুবিধা সম্পূর্ণ সমান্য; বিশেষ কিছু নাই।,neutral,The convenience of this car is completely adequate; nothing special.
12813,"এই খেলৰ সময়সূচী নিশ্চিত, সাধাৰণ অভিজ্ঞতা।",neutral,"The schedule of this game is standard, an ordinary experience."
12814,এই অনলাইন দোকানৰ অভিজ্ঞতা মধ্যম; সাধাৰণ গধুৰ।,neutral,The experience of this online shop is average; quite ordinary.
12815,এই ফিল্মৰ অভিজ্ঞতা সৰল; সাধাৰণ গধুৰ।,neutral,The experience of this film is plain; quite ordinary.
12816,এই বাতৰিবাৰ্তা সামান্য বুলি মনত পৰে।,neutral,This news article seems normal.
12817,"এই কেমেৰাৰ মূল্য মিশ্ৰিত, সাধাৰণ অভিজ্ঞতা।",neutral,"The price of this camera is mixed, an ordinary experience."
12818,"এই খানা সাধাৰণ; ভালও নহয়, বেয়াও নহয়।",neutral,This food item is ordinary; neither good nor bad.
12819,এই ৰেষ্টুৰাণ্টৰ প্ৰতিক্ৰিয়া সম্পূর্ণ সামান্য; বিশেষ কিছু নাই।,neutral,The response of this restaurant is completely normal; nothing special.
12820,এই কফি দোকানৰ প্ৰতিক্ৰিয়া মধ্যম। উল্লেখযোগ্য কিছু নাই।,neutral,The response of this coffee shop is average. Nothing notable.
12821,এই ট্ৰেইন সেৱা সাধাৰণ বুলি মনত পৰে।,neutral,This train service seems ordinary.
12822,"এই ট্ৰেইন সেৱাৰ প্ৰতিক্ৰিয়া সৰল, সাধাৰণ অভিজ্ঞতা।",neutral,"The response of this train service is plain, an ordinary experience."
12823,এই কেমেৰাৰ মূল্য ন সাধাৰণ আৰু ন অসাধাৰণ; সমান্য।,neutral,The price of this camera is neither special nor unsatisfactory; it is adequate.
12824,এই গাড়ীৰ মান সম্পূর্ণ সৰল; বিশেষ কিছু নাই।,neutral,The quality of this car is completely plain; nothing special.
12825,"এই কফি দোকান উপাদানহীন; ভালও নহয়, বেয়াও নহয়।",neutral,This coffee shop is featureless; neither good nor bad.
12826,এই মুভিৰ কাহিনী সামান্য। উল্লেখযোগ্য কিছু নাই।,neutral,The story of this movie is normal. Nothing notable.
12827,এই হোটেলৰ মান ন সাধাৰণ আৰু ন অসাধাৰণ; উপযুক্ত।,neutral,The quality of this hotel is neither special nor unsatisfactory; it is fair.
12828,এই বাচ সেৱাৰ সময়সূচী ন সাধাৰণ আৰু ন অসাধাৰণ; গড়।,neutral,The schedule of this bus service is neither special nor unsatisfactory; it is typical.
12829,এই মুভিৰ কাৰ্যক্ষমতা ন সাধাৰণ আৰু ন অসাধাৰণ; সামান্য।,neutral,The performance of this movie is neither special nor unsatisfactory; it is normal.
12830,এই অনলাইন দোকানৰ গতি ন সাধাৰণ আৰু ন অসাধাৰণ; অত্যন্ত গড়।,neutral,The speed of this online shop is neither special nor unsatisfactory; it is very average.
12831,এই গাড়ীৰ অভিজ্ঞতা সামান্য; সাধাৰণ গধুৰ।,neutral,The experience of this car is normal; quite ordinary.
12832,এই বাতৰিবাৰ্তাৰ অভিজ্ঞতা সামান্য; সাধাৰণ গধুৰ।,neutral,The experience of this news article is normal; quite ordinary.
12833,"এয়া মধ্যম বই; কিছু ভাল, কিছু বেয়া।",neutral,"It's a average book; some good, some bad."
12834,"এই বেংক সেৱাৰ প্ৰতিক্ৰিয়া সৰল, সাধাৰণ অভিজ্ঞতা।",neutral,"The response of this bank service is plain, an ordinary experience."
12835,এই খানাৰ মূল্য ন সাধাৰণ আৰু ন অসাধাৰণ; সাধাৰণ।,neutral,The price of this food item is neither special nor unsatisfactory; it is ordinary.
12836,মই খেলা ম্যাচৰ বিষয়ে বিশেষ অনুভৱ নাই; ই মধ্যম।,neutral,I don't feel strongly about the sports match; it is average.
12837,এই খানাৰ সেৱা বৈশিষ্ট্যহীন। উল্লেখযোগ্য কিছু নাই।,neutral,The service of this food item is nothing special. Nothing notable.
12838,এই অনলাইন দোকানৰ বিষয়ে মোৰ মনোভাব উপযুক্ত।,neutral,My opinion on this online shop is fair.
12839,"মই ফিল্ম দেখিলোঁ, ই উপাদানহীন।",neutral,"I saw the film, it was featureless."
12840,"মই ট্ৰেইন সেৱা দেখিলোঁ, ই সামান্য।",neutral,"I saw the train service, it was normal."
12841,এই কেমেৰা নিশ্চিত বুলি মনত পৰে।,neutral,This camera seems standard.
12842,এই ভ্ৰমণৰ মূল্য সম্পূর্ণ সামান্য; বিশেষ কিছু নাই।,neutral,The price of this trip is completely normal; nothing special.
12843,এই খানাৰ স্বাদ নিশ্চিত। উল্লেখযোগ্য কিছু নাই।,neutral,The taste of this food item is standard. Nothing notable.
12844,এই উৎসৱৰ পৰিবেশ সম্পূর্ণ সৰল; বিশেষ কিছু নাই।,neutral,The environment of this festival is completely plain; nothing special.
12845,এই মিউজিক ভিডিঅ’ৰ অভিজ্ঞতা সামান্য; সাধাৰণ গধুৰ।,neutral,The experience of this music video is normal; quite ordinary.
12846,মই গান এলবামৰ বিষয়ে বিশেষ অনুভৱ নাই; ই সামান্য।,neutral,I don't feel strongly about the music album; it is normal.
12847,মই গাড়ীৰ বিষয়ে বিশেষ অনুভৱ নাই; ই সাধাৰণ।,neutral,I don't feel strongly about the car; it is ordinary.
12848,এই গাড়ীৰ প্ৰতিক্ৰিয়া সম্পূর্ণ স্থিতিশীল; বিশেষ কিছু নাই।,neutral,The response of this car is completely stable; nothing special.
12849,"এই বাতৰিবাৰ্তা উপযুক্ত; ভালও নহয়, বেয়াও নহয়।",neutral,This news article is fair; neither good nor bad.
12850,এই গান এলবামৰ বিষয়ে মোৰ মনোভাব উপাদানহীন।,neutral,My opinion on this music album is featureless.
12851,"এয়া গড় বেংক সেৱা; কিছু ভাল, কিছু বেয়া।",neutral,"It's a typical bank service; some good, some bad."
12852,এই বাচ সেৱাৰ মান মিশ্ৰিত। উল্লেখযোগ্য কিছু নাই।,neutral,The quality of this bus service is mixed. Nothing notable.
12853,"এই বাচ সেৱা উপাদানহীন; ভালও নহয়, বেয়াও নহয়।",neutral,This bus service is featureless; neither good nor bad.
12854,এই খেল মধ্যম বুলি মনত পৰে।,neutral,This game seems average.
12855,"এয়া বৈশিষ্ট্যহীন বেংক সেৱা; কিছু ভাল, কিছু বেয়া।",neutral,"It's a nothing special bank service; some good, some bad."
12856,এই বাতৰিবাৰ্তাৰ কাহিনী সম্পূর্ণ গড়; বিশেষ কিছু নাই।,neutral,The story of this news article is completely typical; nothing special.
12857,এই গাড়ীৰ মূল্য সম্পূর্ণ নিশ্চিত; বিশেষ কিছু নাই।,neutral,The price of this car is completely standard; nothing special.
12858,এই খানাৰ স্বাদ চলিত। উল্লেখযোগ্য কিছু নাই।,neutral,The taste of this food item is regular. Nothing notable.
12859,"এই বইৰ সুবিধা বৈশিষ্ট্যহীন, সাধাৰণ অভিজ্ঞতা।",neutral,"The convenience of this book is nothing special, an ordinary experience."
12860,এই কফি দোকানৰ অভিজ্ঞতা গড়; সাধাৰণ গধুৰ।,neutral,The experience of this coffee shop is typical; quite ordinary.
12861,এই উৎসৱৰ মান সমান্য। উল্লেখযোগ্য কিছু নাই।,neutral,The quality of this festival is adequate. Nothing notable.
12862,"এই বইৰ ডিজাইন সমান্য, সাধাৰণ অভিজ্ঞতা।",neutral,"The design of this book is adequate, an ordinary experience."
12863,এই ভ্ৰমণৰ অভিজ্ঞতা সামান্য; সাধাৰণ গধুৰ।,neutral,The experience of this trip is normal; quite ordinary.
12864,এই খানাৰ মূল্য ন সাধাৰণ আৰু ন অসাধাৰণ; সৰল।,neutral,The price of this food item is neither special nor unsatisfactory; it is plain.
12865,এই অ্যাপৰ বিষয়ে মোৰ মনোভাব মধ্যম।,neutral,My opinion on this app is average.
12866,মই ৰেষ্টুৰাণ্টৰ বিষয়ে বিশেষ অনুভৱ নাই; ই সামান্য।,neutral,I don't feel strongly about the restaurant; it is normal.
12867,এই অ্যাপৰ সেৱা সম্পূর্ণ চলিত; বিশেষ কিছু নাই।,neutral,The service of this app is completely regular; nothing special.
12868,"এই খানাৰ সেৱা গড়, সাধাৰণ অভিজ্ঞতা।",neutral,"The service of this food item is typical, an ordinary experience."
12869,এই কফি দোকানৰ সুবিধা ন সাধাৰণ আৰু ন অসাধাৰণ; স্থিতিশীল।,neutral,The convenience of this coffee shop is neither special nor unsatisfactory; it is stable.
12870,এই বেকাৰীৰ পৰিবেশ ন সাধাৰণ আৰু ন অসাধাৰণ; মিশ্ৰিত।,neutral,The environment of this bakery is neither special nor unsatisfactory; it is mixed.
12871,এই অনলাইন দোকান উপাদানহীন বুলি মনত পৰে।,neutral,This online shop seems featureless.
12872,এই বাতৰিবাৰ্তাৰ সুবিধা ন সাধাৰণ আৰু ন অসাধাৰণ; সৰল।,neutral,The convenience of this news article is neither special nor unsatisfactory; it is plain.
12873,এই সাধাৰণ সেৱাৰ মূল্য উপাদানহীন। উল্লেখযোগ্য কিছু নাই।,neutral,The price of this service is featureless. Nothing notable.
12874,এই ফিল্ম নিশ্চিত বুলি মনত পৰে।,neutral,This film seems standard.
12875,এই ফোন গড় বুলি মনত পৰে।,neutral,This phone seems typical.
12876,এই গান এলবামৰ সংগীত স্থিতিশীল। উল্লেখযোগ্য কিছু নাই।,neutral,The music of this music album is stable. Nothing notable.
12877,এই ফোনৰ ডিজাইন সম্পূর্ণ উপযুক্ত; বিশেষ কিছু নাই।,neutral,The design of this phone is completely fair; nothing special.
12878,এই হোটেলৰ বিষয়ে মোৰ মনোভাব মিশ্ৰিত।,neutral,My opinion on this hotel is mixed.
12879,এই উৎসৱৰ পৰিবেশ ন সাধাৰণ আৰু ন অসাধাৰণ; অত্যন্ত গড়।,neutral,The environment of this festival is neither special nor unsatisfactory; it is very average.
12880,এই কেমেৰা চলিত বুলি মনত পৰে।,neutral,This camera seems regular.
12881,"এই বেংক সেৱাৰ মান উপযুক্ত, সাধাৰণ অভিজ্ঞতা।",neutral,"The quality of this bank service is fair, an ordinary experience."
12882,এই সাধাৰণ সেৱাৰ পৰিবেশ সম্পূর্ণ উপাদানহীন; বিশেষ কিছু নাই।,neutral,The environment of this service is completely featureless; nothing special.
12883,এই ট্ৰেইন সেৱাৰ সুবিধা সম্পূর্ণ নিশ্চিত; বিশেষ কিছু নাই।,neutral,The convenience of this train service is completely standard; nothing special.
12884,"এই অনলাইন দোকানৰ মান বৈশিষ্ট্যহীন, সাধাৰণ অভিজ্ঞতা।",neutral,"The quality of this online shop is nothing special, an ordinary experience."
12885,এই গান এলবামৰ পৰিবেশ সম্পূর্ণ সৰল; বিশেষ কিছু নাই।,neutral,The environment of this music album is completely plain; nothing special.
12886,মই ৰেষ্টুৰাণ্টৰ বিষয়ে বিশেষ অনুভৱ নাই; ই সমান্য।,neutral,I don't feel strongly about the restaurant; it is adequate.
12887,এই বাতৰিবাৰ্তাৰ পৰিবেশ ন সাধাৰণ আৰু ন অসাধাৰণ; গড়।,neutral,The environment of this news article is neither special nor unsatisfactory; it is typical.
12888,এই বাতৰিবাৰ্তাৰ গতি ন সাধাৰণ আৰু ন অসাধাৰণ; গড়।,neutral,The speed of this news article is neither special nor unsatisfactory; it is typical.
12889,"এই বাচ সেৱাৰ সেৱা স্থিতিশীল, সাধাৰণ অভিজ্ঞতা।",neutral,"The service of this bus service is stable, an ordinary experience."
12890,"মই বাতৰিবাৰ্তা দেখিলোঁ, ই নিশ্চিত।",neutral,"I saw the news article, it was standard."
12891,এই অনলাইন দোকানৰ মূল্য সামান্য। উল্লেখযোগ্য কিছু নাই।,neutral,The price of this online shop is normal. Nothing notable.
12892,"এয়া মিশ্ৰিত খেল; কিছু ভাল, কিছু বেয়া।",neutral,"It's a mixed game; some good, some bad."
12893,এই খানাৰ পৰিবেশ সম্পূর্ণ স্থিতিশীল; বিশেষ কিছু নাই।,neutral,The environment of this food item is completely stable; nothing special.
12894,এই কফি দোকানৰ বিষয়ে মোৰ মনোভাব মিশ্ৰিত।,neutral,My opinion on this coffee shop is mixed.
12895,এই খেলৰ মূল্য সম্পূর্ণ নিশ্চিত; বিশেষ কিছু নাই।,neutral,The price of this game is completely standard; nothing special.
12896,"এই খানা স্থিতিশীল; ভালও নহয়, বেয়াও নহয়।",neutral,This food item is stable; neither good nor bad.
12897,এই গাড়ীৰ ডিজাইন ন সাধাৰণ আৰু ন অসাধাৰণ; সামান্য।,neutral,The design of this car is neither special nor unsatisfactory; it is normal.
12898,এই হোটেলৰ পৰিস্কাৰ-চোঙা সম্পূর্ণ স্থিতিশীল; বিশেষ কিছু নাই।,neutral,The cleanliness of this hotel is completely stable; nothing special.
12899,এই সাধাৰণ সেৱাৰ পৰিস্কাৰ-চোঙা নিশ্চিত। উল্লেখযোগ্য কিছু নাই।,neutral,The cleanliness of this service is standard. Nothing notable.
12900,"এই ফিল্মৰ কাহিনী সামান্য, সাধাৰণ অভিজ্ঞতা।",neutral,"The story of this film is normal, an ordinary experience."
12901,এই বেংক সেৱাৰ গতি ন সাধাৰণ আৰু ন অসাধাৰণ; উপযুক্ত।,neutral,The speed of this bank service is neither special nor unsatisfactory; it is fair.
12902,"মই অনলাইন দোকান দেখিলোঁ, ই চলিত।",neutral,"I saw the online shop, it was regular."
12903,"এই সাধাৰণ সেৱাৰ মান নিশ্চিত, সাধাৰণ অভিজ্ঞতা।",neutral,"The quality of this service is standard, an ordinary experience."
12904,এই বইৰ বিষয়ে মোৰ মনোভাব সৰল।,neutral,My opinion on this book is plain.
12905,এই সাধাৰণ সেৱাৰ প্ৰতিক্ৰিয়া সম্পূর্ণ উপযুক্ত; বিশেষ কিছু নাই।,neutral,The response of this service is completely fair; nothing special.
12906,এই সাধাৰণ সেৱাৰ সুবিধা ন সাধাৰণ আৰু ন অসাধাৰণ; চলিত।,neutral,The convenience of this service is neither special nor unsatisfactory; it is regular.
12907,"এয়া সাধাৰণ বেকাৰী; কিছু ভাল, কিছু বেয়া।",neutral,"It's a ordinary bakery; some good, some bad."
12908,"এই বইৰ গতি চলিত, সাধাৰণ অভিজ্ঞতা।",neutral,"The speed of this book is regular, an ordinary experience."
12909,এই সাধাৰণ সেৱাৰ পৰিবেশ ন সাধাৰণ আৰু ন অসাধাৰণ; স্থিতিশীল।,neutral,The environment of this service is neither special nor unsatisfactory; it is stable.
12910,এই বেংক সেৱাৰ বিষয়ে মোৰ মনোভাব মধ্যম।,neutral,My opinion on this bank service is average.
12911,"এই মুভি চলিত; ভালও নহয়, বেয়াও নহয়।",neutral,This movie is regular; neither good nor bad.
12912,এই বেকাৰীৰ মান সম্পূর্ণ স্থিতিশীল; বিশেষ কিছু নাই।,neutral,The quality of this bakery is completely stable; nothing special.
12913,এই ভ্ৰমণৰ প্ৰতিক্ৰিয়া স্থিতিশীল। উল্লেখযোগ্য কিছু নাই।,neutral,The response of this trip is stable. Nothing notable.
12914,এই গান এলবামৰ পৰিবেশ সম্পূর্ণ স্থিতিশীল; বিশেষ কিছু নাই।,neutral,The environment of this music album is completely stable; nothing special.
12915,"এই গাড়ীৰ সেৱা সৰল, সাধাৰণ অভিজ্ঞতা।",neutral,"The service of this car is plain, an ordinary experience."
12916,এই অ্যাপৰ ডিজাইন উপাদানহীন। উল্লেখযোগ্য কিছু নাই।,neutral,The design of this app is featureless. Nothing notable.
12917,"এই সাধাৰণ সেৱাৰ সেৱা সৰল, সাধাৰণ অভিজ্ঞতা।",neutral,"The service of this service is plain, an ordinary experience."
12918,"এয়া সামান্য বেকাৰী; কিছু ভাল, কিছু বেয়া।",neutral,"It's a normal bakery; some good, some bad."
12919,"এই খেল মিশ্ৰিত; ভালও নহয়, বেয়াও নহয়।",neutral,This game is mixed; neither good nor bad.
12920,এই অ্যাপৰ সুবিধা সম্পূর্ণ স্থিতিশীল; বিশেষ কিছু নাই।,neutral,The convenience of this app is completely stable; nothing special.
12921,মই খানাৰ বিষয়ে বিশেষ অনুভৱ নাই; ই সামান্য।,neutral,I don't feel strongly about the food item; it is normal.
12922,এই কেমেৰাৰ গতি বৈশিষ্ট্যহীন। উল্লেখযোগ্য কিছু নাই।,neutral,The speed of this camera is nothing special. Nothing notable.
12923,মই অনলাইন দোকানৰ বিষয়ে বিশেষ অনুভৱ নাই; ই গড়।,neutral,I don't feel strongly about the online shop; it is typical.
12924,এই খানাৰ অভিজ্ঞতা উপাদানহীন; সাধাৰণ গধুৰ।,neutral,The experience of this food item is featureless; quite ordinary.
12925,এই ফিল্মৰ অভিজ্ঞতা গড়; সাধাৰণ গধুৰ।,neutral,The experience of this film is typical; quite ordinary.
12926,"এই বেংক সেৱাৰ প্ৰতিক্ৰিয়া গড়, সাধাৰণ অভিজ্ঞতা।",neutral,"The response of this bank service is typical, an ordinary experience."
12927,এই বইৰ কাহিনী সাধাৰণ। উল্লেখযোগ্য কিছু নাই।,neutral,The story of this book is ordinary. Nothing notable.
12928,এই বেকাৰীৰ মান উপাদানহীন। উল্লেখযোগ্য কিছু নাই।,neutral,The quality of this bakery is featureless. Nothing notable.
12929,মই খেলা ম্যাচৰ বিষয়ে বিশেষ অনুভৱ নাই; ই মিশ্ৰিত।,neutral,I don't feel strongly about the sports match; it is mixed.
12930,"এয়া সৰল খেল; কিছু ভাল, কিছু বেয়া।",neutral,"It's a plain game; some good, some bad."
12931,এই কেমেৰাৰ বিষয়ে মোৰ মনোভাব সামান্য।,neutral,My opinion on this camera is normal.
12932,এই অনলাইন দোকানৰ সুবিধা ন সাধাৰণ আৰু ন অসাধাৰণ; সৰল।,neutral,The convenience of this online shop is neither special nor unsatisfactory; it is plain.
12933,"এই ফিল্মৰ গতি মধ্যম, সাধাৰণ অভিজ্ঞতা।",neutral,"The speed of this film is average, an ordinary experience."
12934,এই কফি দোকান উপাদানহীন বুলি মনত পৰে।,neutral,This coffee shop seems featureless.
12935,এই ভ্ৰমণৰ অভিজ্ঞতা মধ্যম; সাধাৰণ গধুৰ।,neutral,The experience of this trip is average; quite ordinary.
12936,এই বাচ সেৱাৰ গতি অত্যন্ত গড়। উল্লেখযোগ্য কিছু নাই।,neutral,The speed of this bus service is very average. Nothing notable.
12937,"এই ৰেষ্টুৰাণ্টৰ পৰিস্কাৰ-চোঙা উপাদানহীন, সাধাৰণ অভিজ্ঞতা।",neutral,"The cleanliness of this restaurant is featureless, an ordinary experience."
12938,এই গাড়ীৰ অভিজ্ঞতা নিশ্চিত; সাধাৰণ গধুৰ।,neutral,The experience of this car is standard; quite ordinary.
12939,"মই হোটেল দেখিলোঁ, ই গড়।",neutral,"I saw the hotel, it was typical."
12940,"এই লেপটপৰ ডেলিভাৰী মিশ্ৰিত, সাধাৰণ অভিজ্ঞতা।",neutral,"The delivery of this laptop is mixed, an ordinary experience."
12941,এই অনলাইন দোকানৰ ডেলিভাৰী ন সাধাৰণ আৰু ন অসাধাৰণ; উপযুক্ত।,neutral,The delivery of this online shop is neither special nor unsatisfactory; it is fair.
12942,"এই ফিল্মৰ ডিজাইন মিশ্ৰিত, সাধাৰণ অভিজ্ঞতা।",neutral,"The design of this film is mixed, an ordinary experience."
12943,"এই মুভিৰ ডিজাইন সৰল, সাধাৰণ অভিজ্ঞতা।",neutral,"The design of this movie is plain, an ordinary experience."
12944,"মই উৎসৱ দেখিলোঁ, ই নিশ্চিত।",neutral,"I saw the festival, it was standard."
12945,এই ফিল্মৰ কাৰ্যক্ষমতা সম্পূর্ণ স্থিতিশীল; বিশেষ কিছু নাই।,neutral,The performance of this film is completely stable; nothing special.
12946,এই খেলৰ পৰিবেশ উপাদানহীন। উল্লেখযোগ্য কিছু নাই।,neutral,The environment of this game is featureless. Nothing notable.
12947,এই বেংক সেৱাৰ মূল্য বৈশিষ্ট্যহীন। উল্লেখযোগ্য কিছু নাই।,neutral,The price of this bank service is nothing special. Nothing notable.
12948,এই লেপটপৰ ডিজাইন সম্পূর্ণ সাধাৰণ; বিশেষ কিছু নাই।,neutral,The design of this laptop is completely ordinary; nothing special.
12949,এই খানা মিশ্ৰিত বুলি মনত পৰে।,neutral,This food item seems mixed.
12950,এই মিউজিক ভিডিঅ’ৰ বিষয়ে মোৰ মনোভাব মধ্যম।,neutral,My opinion on this music video is average.
12951,এই সাধাৰণ সেৱাৰ সময়সূচী ন সাধাৰণ আৰু ন অসাধাৰণ; সাধাৰণ।,neutral,The schedule of this service is neither special nor unsatisfactory; it is ordinary.
12952,এই বাচ সেৱাৰ গতি সম্পূর্ণ গড়; বিশেষ কিছু নাই।,neutral,The speed of this bus service is completely typical; nothing special.
12953,"এই কেমেৰাৰ ডেলিভাৰী উপযুক্ত, সাধাৰণ অভিজ্ঞতা।",neutral,"The delivery of this camera is fair, an ordinary experience."
12954,এই ফিল্মৰ গতি মিশ্ৰিত। উল্লেখযোগ্য কিছু নাই।,neutral,The speed of this film is mixed. Nothing notable.
12955,এই ফিল্মৰ কাৰ্যক্ষমতা সম্পূর্ণ গড়; বিশেষ কিছু নাই।,neutral,The performance of this film is completely typical; nothing special.
12956,এই বাচ সেৱা বৈশিষ্ট্যহীন বুলি মনত পৰে।,neutral,This bus service seems nothing special.
12957,এই হোটেলৰ মূল্য নিশ্চিত। উল্লেখযোগ্য কিছু নাই।,neutral,The price of this hotel is standard. Nothing notable.
12958,এই মিউজিক ভিডিঅ’ৰ কাৰ্যক্ষমতা ন সাধাৰণ আৰু ন অসাধাৰণ; বৈশিষ্ট্যহীন।,neutral,The performance of this music video is neither special nor unsatisfactory; it is nothing special.
12959,এই ৰেষ্টুৰাণ্টৰ বাতাবৰণ সম্পূর্ণ নিশ্চিত; বিশেষ কিছু নাই।,neutral,The ambience of this restaurant is completely standard; nothing special.
12960,"এই সাধাৰণ সেৱাৰ গতি সমান্য, সাধাৰণ অভিজ্ঞতা।",neutral,"The speed of this service is adequate, an ordinary experience."
12961,"এই অ্যাপৰ সুবিধা নিশ্চিত, সাধাৰণ অভিজ্ঞতা।",neutral,"The convenience of this app is standard, an ordinary experience."
12962,এই গান এলবামৰ ডিজাইন সৰল। উল্লেখযোগ্য কিছু নাই।,neutral,The design of this music album is plain. Nothing notable.
12963,এই হোটেলৰ অভিজ্ঞতা উপযুক্ত; সাধাৰণ গধুৰ।,neutral,The experience of this hotel is fair; quite ordinary.
12964,এই অনলাইন দোকানৰ প্ৰতিক্ৰিয়া ন সাধাৰণ আৰু ন অসাধাৰণ; উপাদানহীন।,neutral,The response of this online shop is neither special nor unsatisfactory; it is featureless.
12965,এই বাচ সেৱাৰ অভিজ্ঞতা উপাদানহীন; সাধাৰণ গধুৰ।,neutral,The experience of this bus service is featureless; quite ordinary.
12966,"এয়া সাধাৰণ কফি দোকান; কিছু ভাল, কিছু বেয়া।",neutral,"It's a ordinary coffee shop; some good, some bad."
12967,এই বেকাৰী অত্যন্ত গড় বুলি মনত পৰে।,neutral,This bakery seems very average.
12968,এই ফিল্মৰ মান সম্পূর্ণ গড়; বিশেষ কিছু নাই।,neutral,The quality of this film is completely typical; nothing special.
12969,এই কেমেৰাৰ কাৰ্যক্ষমতা উপাদানহীন। উল্লেখযোগ্য কিছু নাই।,neutral,The performance of this camera is featureless. Nothing notable.
12970,এই সাধাৰণ সেৱাৰ পৰিস্কাৰ-চোঙা সৰল। উল্লেখযোগ্য কিছু নাই।,neutral,The cleanliness of this service is plain. Nothing notable.
12971,এই বাচ সেৱাৰ পৰিবেশ ন সাধাৰণ আৰু ন অসাধাৰণ; নিশ্চিত।,neutral,The environment of this bus service is neither special nor unsatisfactory; it is standard.
12972,এই বেকাৰী সমান্য বুলি মনত পৰে।,neutral,This bakery seems adequate.
12973,এই ভ্ৰমণৰ অভিজ্ঞতা গড়; সাধাৰণ গধুৰ।,neutral,The experience of this trip is typical; quite ordinary.
12974,"এয়া সৰল অনলাইন দোকান; কিছু ভাল, কিছু বেয়া।",neutral,"It's a plain online shop; some good, some bad."
12975,এই খানাৰ সুবিধা ন সাধাৰণ আৰু ন অসাধাৰণ; নিশ্চিত।,neutral,The convenience of this food item is neither special nor unsatisfactory; it is standard.
12976,এই কফি দোকানৰ সেৱা সম্পূর্ণ মিশ্ৰিত; বিশেষ কিছু নাই।,neutral,The service of this coffee shop is completely mixed; nothing special.
12977,এই বেংক সেৱাৰ মূল্য সম্পূর্ণ মধ্যম; বিশেষ কিছু নাই।,neutral,The price of this bank service is completely average; nothing special.
12978,এই বাতৰিবাৰ্তাৰ সুবিধা সামান্য। উল্লেখযোগ্য কিছু নাই।,neutral,The convenience of this news article is normal. Nothing notable.
12979,"এই গাড়ীৰ কাৰ্যক্ষমতা গড়, সাধাৰণ অভিজ্ঞতা।",neutral,"The performance of this car is typical, an ordinary experience."
12980,এই বাতৰিবাৰ্তাৰ ডিজাইন চলিত। উল্লেখযোগ্য কিছু নাই।,neutral,The design of this news article is regular. Nothing notable.
12981,এই অনলাইন দোকানৰ অভিজ্ঞতা উপযুক্ত; সাধাৰণ গধুৰ।,neutral,The experience of this online shop is fair; quite ordinary.
12982,মই মুভিৰ বিষয়ে বিশেষ অনুভৱ নাই; ই সমান্য।,neutral,I don't feel strongly about the movie; it is adequate.
12983,"মই বাচ সেৱা দেখিলোঁ, ই স্থিতিশীল।",neutral,"I saw the bus service, it was stable."
12984,"এই ৰেষ্টুৰাণ্ট সাধাৰণ; ভালও নহয়, বেয়াও নহয়।",neutral,This restaurant is ordinary; neither good nor bad.
12985,এই অনলাইন দোকানৰ প্ৰতিক্ৰিয়া ন সাধাৰণ আৰু ন অসাধাৰণ; অত্যন্ত গড়।,neutral,The response of this online shop is neither special nor unsatisfactory; it is very average.
12986,এই বাচ সেৱাৰ সময়সূচী সমান্য। উল্লেখযোগ্য কিছু নাই।,neutral,The schedule of this bus service is adequate. Nothing notable.
12987,"এই উৎসৱ সমান্য; ভালও নহয়, বেয়াও নহয়।",neutral,This festival is adequate; neither good nor bad.
12988,এই কেমেৰাৰ কাৰ্যক্ষমতা ন সাধাৰণ আৰু ন অসাধাৰণ; গড়।,neutral,The performance of this camera is neither special nor unsatisfactory; it is typical.
12989,এই সাধাৰণ সেৱাৰ অভিজ্ঞতা সমান্য; সাধাৰণ গধুৰ।,neutral,The experience of this service is adequate; quite ordinary.
12990,এই লেপটপৰ কাৰ্যক্ষমতা সম্পূর্ণ উপযুক্ত; বিশেষ কিছু নাই।,neutral,The performance of this laptop is completely fair; nothing special.
12991,এই হোটেল মধ্যম বুলি মনত পৰে।,neutral,This hotel seems average.
12992,মই লেপটপৰ বিষয়ে বিশেষ অনুভৱ নাই; ই স্থিতিশীল।,neutral,I don't feel strongly about the laptop; it is stable.
12993,এই মুভি অত্যন্ত গড় বুলি মনত পৰে।,neutral,This movie seems very average.
12994,এই ফোনৰ বিষয়ে মোৰ মনোভাব মধ্যম।,neutral,My opinion on this phone is average.
12995,"মই উৎসৱ দেখিলোঁ, ই অত্যন্ত গড়।",neutral,"I saw the festival, it was very average."
12996,এই সাধাৰণ সেৱাৰ সেৱা ন সাধাৰণ আৰু ন অসাধাৰণ; বৈশিষ্ট্যহীন।,neutral,The service of this service is neither special nor unsatisfactory; it is nothing special.
12997,এই সাধাৰণ সেৱা সৰল বুলি মনত পৰে।,neutral,This service seems plain.
